,nrmse,mape,smape,mae
0,2.8476619731297836e-17,2.278129578503827e-16,5.695323946259567e-17,2.8476619731297836e-17
1,0.0,5.695323946259567e-17,0.0,2.8476619731297836e-17
2,2.8476619731297836e-17,5.695323946259567e-17,5.695323946259567e-17,0.0
3,2.8476619731297836e-17,1.1390647892519134e-16,0.0,1.4238309865648918e-17
4,2.8476619731297836e-17,0.0,5.695323946259567e-17,2.8476619731297836e-17
5,2.8476619731297836e-17,1.1390647892519134e-16,0.0,1.4238309865648918e-17
6,2.8476619731297836e-17,1.1390647892519134e-16,0.0,1.4238309865648918e-17
7,2.8476619731297836e-17,0.0,5.695323946259567e-17,0.0
8,2.8476619731297836e-17,5.695323946259567e-17,5.695323946259567e-17,0.0
9,2.8476619731297836e-17,1.1390647892519134e-16,5.695323946259567e-17,2.8476619731297836e-17
